BusinessYear,StateCode,IssuerId,SourceName,ImportDate,MedicalDentalBoth,ProductId,StandardComponentId,MedicalDentalIndicator,MaximumUnderageDependent,DependentMaximumAgRule,AgeDeterminationRule,MinimumTobaccoFreeMonthsRule,CohabitationRule,MarketCoverage,DentalOnlyPlan
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA007,93078IA0070057,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA007,93078IA0070073,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA007,93078IA0070074,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA007,93078IA0070075,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA008,93078IA0080029,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA008,93078IA0080041,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA008,93078IA0080045,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA008,93078IA0080047,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA008,93078IA0080055,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA008,93078IA0080057,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA008,93078IA0080073,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA008,93078IA0080074,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA008,93078IA0080075,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA013,93078IA0130001,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA013,93078IA0130002,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA013,93078IA0130003,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA013,93078IA0130004,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA013,93078IA0130005,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA013,93078IA0130006,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA013,93078IA0130007,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA013,93078IA0130008,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IA,93078,SERFF,2024-08-12 20:01:40,Medical,93078IA013,93078IA0130009,Medical,3,25,Age on effective date,6,"Child,No;Grandson or Granddaughter,Yes;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL001,11574IL0010011,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL001,11574IL0010045,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL001,11574IL0010050,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL001,11574IL0010052,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL001,11574IL0010053,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL002,11574IL0020021,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL002,11574IL0020024,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL002,11574IL0020025,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL002,11574IL0020030,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL002,11574IL0020050,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL002,11574IL0020052,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL002,11574IL0020053,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,11574,SERFF,2024-10-16 20:01:50,Medical,11574IL002,11574IL0020060,Medical,3,26,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,13947,SERFF,2024-08-13 20:01:38,Dental,13947IL008,13947IL0080001,Dental,3,30,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL033,20129IL0330020,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL033,20129IL0330087,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL033,20129IL0330088,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL033,20129IL0330090,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL033,20129IL0330091,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL034,20129IL0340035,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL034,20129IL0340045,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL034,20129IL0340061,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL034,20129IL0340067,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL034,20129IL0340070,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL034,20129IL0340073,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL034,20129IL0340079,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL034,20129IL0340080,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20129,SERFF,2024-10-09 20:01:46,Medical,20129IL034,20129IL0340082,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Other Relationship,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,20545,SERFF,2024-08-12 20:01:40,Dental,20545IL004,20545IL0040001,Dental,3,25,Age on effective date,Not Applicable,"Child,No;Foster Child,Yes;Life Partner,Yes;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,IL,20545,SERFF,2024-08-12 20:01:40,Dental,20545IL004,20545IL0040002,Dental,3,25,Age on effective date,Not Applicable,"Child,No;Foster Child,Yes;Life Partner,Yes;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,IL,20545,SERFF,2024-08-12 20:01:40,Dental,20545IL004,20545IL0040003,Dental,3,25,Age on effective date,Not Applicable,"Child,No;Foster Child,Yes;Life Partner,Yes;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,IL,20545,SERFF,2024-08-12 20:01:40,Dental,20545IL004,20545IL0040004,Dental,3,25,Age on effective date,Not Applicable,"Child,No;Foster Child,Yes;Life Partner,Yes;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,Yes
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL014,27833IL0140016,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL014,27833IL0140061,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL014,27833IL0140063,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL014,27833IL0140064,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL014,27833IL0140069,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL014,27833IL0140071,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL014,27833IL0140073,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL014,27833IL0140074,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL014,27833IL0140075,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL015,27833IL0150016,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL015,27833IL0150058,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL015,27833IL0150059,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL015,27833IL0150069,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL015,27833IL0150071,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL015,27833IL0150072,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL015,27833IL0150073,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,27833,SERFF,2024-08-12 20:01:40,Medical,27833IL015,27833IL0150074,Medical,3,25,Age on effective date,6,"Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,32355,SERFF,2024-10-09 20:01:46,Medical,32355IL001,32355IL0010001,Medical,3,30,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Other Relationship,No;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,32355,SERFF,2024-10-09 20:01:46,Medical,32355IL001,32355IL0010002,Medical,3,30,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Other Relationship,No;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,32355,SERFF,2024-10-09 20:01:46,Medical,32355IL001,32355IL0010009,Medical,3,30,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Other Relationship,No;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,32355,SERFF,2024-10-09 20:01:46,Medical,32355IL001,32355IL0010010,Medical,3,30,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Other Relationship,No;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,32355,SERFF,2024-10-09 20:01:46,Medical,32355IL001,32355IL0010011,Medical,3,30,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Other Relationship,No;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,32355,SERFF,2024-10-09 20:01:46,Medical,32355IL002,32355IL0020001,Medical,3,30,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Other Relationship,No;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,32355,SERFF,2024-10-09 20:01:46,Medical,32355IL002,32355IL0020002,Medical,3,30,Age on effective date,Not Applicable,"Child,No;Foster Child,No;Life Partner,Yes;Other Relationship,No;Self,Yes;Spouse,Yes;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810080,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810081,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810083,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810090,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810091,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810092,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810093,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810094,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810096,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810097,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810098,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810099,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810100,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810108,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810109,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810110,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810111,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810112,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810121,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810122,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810123,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810124,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810125,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810126,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810127,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810128,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
2025,IL,36096,SERFF,2024-10-28 20:01:45,Both,36096IL081,36096IL0810129,Medical,3,25,Age on effective date,6,"Brother or Sister,No;Child,No;Foster Child,No;Life Partner,No;Self,Yes;Spouse,No;Stepson or Stepdaughter,No;Ward,No",Individual,No
